Tweet,Processed
The metaverse has already arrived. Here's what that actually means https://t.co/lZRtobIZR2,already arrived heres actually means
The metaverse has already arrived. Here's what that actually means https://t.co/HwcI7FzuXM,already arrived heres actually means
The metaverse has already arrived. Here's what that actually means https://t.co/XsEIom09KF,already arrived heres actually means
The metaverse has already arrived. Here's what that actually means https://t.co/PhF8N4c73U,already arrived heres actually means
".@steveaoki recalls what it was like to perform in real time for Fortnite, and what excites him about the metaverse #TIME100Talks https://t.co/hYiuHbbjBr",recalls like perform real time fortnite excites time100talks
The NFT market is exploding again—can the artists thrive too? https://t.co/tT3a6oFYG1,market exploding artists thrive
".@raisabruner reports from the first NFT conference, where art, tech and finance showed off the start of a new combined culture https://t.co/LnokoHdLjt",reports conference art tech finance showed start new combined culture
The NFT market is exploding again—can the artists thrive too? https://t.co/tvgawUlzc5,market exploding artists thrive
The NFT market is exploding again—can the artists thrive too? https://t.co/oSrFTd5fWN,market exploding artists thrive
The NFT market is exploding again—can the artists thrive too? https://t.co/YlV5hwuntb,market exploding artists thrive
The NFT market is exploding again—can the artists thrive too? https://t.co/c0A3qi6gmL,market exploding artists thrive
The NFT market is exploding again—can the artists thrive too? https://t.co/NcutKCTPuO,market exploding artists thrive
The NFT market is exploding again—can the artists thrive too? https://t.co/UJNe9TIghs,market exploding artists thrive
The NFT market is exploding again—can the artists thrive too? https://t.co/yKtZ440soV,market exploding artists thrive
"Facebook said it will create 10,000 new high-skilled positions in Europe within the next five years as part of the social media giant’s push to develop a metaverse—but the U.K. will miss out
https://t.co/n9mZrYQ02v",facebook create 10 000 new high skilled positions europe within next five years part social media giant push develop u k miss
The NFT market is exploding again—can the artists thrive too? https://t.co/XIXm2jnjf1,market exploding artists thrive
"Facebook is creating 10,000 jobs in the E.U. to help develop its metaverse
https://t.co/d18R1NcexH",facebook creating 10 000 jobs e u help develop
The NFT market is exploding again—can the artists thrive too? https://t.co/pZyBR1lmdN,market exploding artists thrive
The NFT market is exploding again—can the artists thrive too? https://t.co/Gsk6zPWSXg,market exploding artists thrive
The NFT market is exploding again—can the artists thrive too? https://t.co/KDFHDjn0tL,market exploding artists thrive
"The metaverse is coming. Nvidia CEO Jensen Huang on the fusion of virtual and physical worlds
https://t.co/EeUxtEK2zO",coming nvidia ceo jensen huang fusion virtual physical worlds
"The metaverse is coming. Nvidia CEO Jensen Huang on the fusion of virtual and physical worlds
https://t.co/HuznDrdifS",coming nvidia ceo jensen huang fusion virtual physical worlds
"The metaverse is coming. Nvidia CEO Jensen Huang on the fusion of virtual and physical worlds
https://t.co/7CHAsLMJKT",coming nvidia ceo jensen huang fusion virtual physical worlds
"The metaverse is coming. Nvidia CEO Jensen Huang on the fusion of virtual and physical worlds
https://t.co/7VcOUxxUCm",coming nvidia ceo jensen huang fusion virtual physical worlds
Digital NFT art is booming—but at what cost? https://t.co/fjR2M9lnaM,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/YFJHoQN1bw,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/ftwtR9GXpZ,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/6cPacmllcy,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/gadL9wxZss,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/XpqmQ3ITnp,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/YcnrDKinro,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/OAVydKuez0,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/PUtWiFhCmO,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/IiL15KYtU9,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/O6IvJcMneq,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/zVoQoQkPAH,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/b8XpBw3qWO,digital art booming cost
Digital NFT art is booming—but at what cost? https://t.co/Of2xrPW4YG,digital art booming cost
Why is fashion so obsessed with the metaverse? https://t.co/Qc4G0Wqbgk https://t.co/baJdlBrxAv,fashion obsessed
"Must Read: Bella Hadid Joins VS Collective, Why Is Fashion Obsessed With the Metaverse? https://t.co/68KOKfxGD1",must read bella hadid joins vs collective fashion obsessed
The NFT boom comes for fashion: https://t.co/Rc4sMaxBqD https://t.co/9X8PwzpSEb,boom comes fashion
Nars releases first NFT for National Orgasm Day: https://t.co/a8U0QA2qhu https://t.co/pyT1rql0GP,nars releases national orgasm
"Must Read: Unpacking Tiffany &amp; Co.'s Contentious New Campaign, Nars Releases First NFT https://t.co/wNPBWMAntA",must read unpacking tiffany co contentious new campaign nars releases
"Designed by Peter Dundas, Mary J. Blige’s #SuperBowl look will be available as an NFT. https://t.co/zzBQA8oDI6 https://t.co/lAbKeQZ34V",designed peter dundas mary j blige superbowl look available
Stefan Cooke is shaking up the metaverse monopoly with a new collection for The Sims. https://t.co/XXTOwiXnhB https://t.co/SV8omDdlnC,stefan cooke shaking monopoly new collection sims
"A first-of-its-kind virtual fashion show on IMVU, the online metaverse and social networking site, united the real-world labels Collina Strada, Gypsy Sport, Mowalola, Freak City, Bruce Glen, My Mum Made It, and Mimi Wade with expert creators https://t.co/KZLPSVq0sQ https://t.co/ORBiBmmzMR",kind virtual fashion show imvu online social networking site united real world labels collina strada gypsy sport mowalola freak city bruce glen mum made mimi wade expert creators
"IMVU, the online metaverse and social networking site, will host a runway show featuring Collina Strada, Mowalola, Gypsy Sport. Here are all the details, including how to watch: https://t.co/1wLOw1Y7lA https://t.co/yTvqBzwjXz",imvu online social networking site host runway show featuring collina strada mowalola gypsy sport details including watch
Want to sleep with Kate Moss? Her new NFT video works take viewers into her home—and her bed. We have the exclusive story https://t.co/bvpgDhRTwB https://t.co/Pd9ZaeTuou,want sleep kate moss new video works take viewers home bed exclusive story
Women are carving out a space of their own in the NFT market https://t.co/7xfWuuYRCt https://t.co/3xWZtDnWPx,women carving space market
The NFT opportunity is different in China where tech giants are building a separate blockchain infrastructure driven by a government ban on cryptocurrency. https://t.co/dnqs9BGsvp,opportunity different china tech giants building separate blockchain infrastructure driven government ban cryptocurrency
The NFT opportunity is different in China where tech giants are building a separate blockchain infrastructure driven by a government ban on cryptocurrency. https://t.co/dnqs9BGsvp,opportunity different china tech giants building separate blockchain infrastructure driven government ban cryptocurrency
"William Fung, AMTD International’s chief executive, said in a statement that the acquisition was part of a plan to continue diversifying its operations, and as a way to expand into the metaverse. https://t.co/ILMa6rHm0x",william fung amtd international chief executive statement acquisition part plan continue diversifying operations way expand
"Is the metaverse good for the world? Retailers must bake environmental and social awareness into their strategies from the start, argues Doug Stephens. https://t.co/ozLm66czO1",good world retailers must bake environmental social awareness strategies start argues doug stephens
".@Gap  announced that it’s hopping on the NFT bandwagon and releasing its first collection of non-fungible tokens, which are unique digital assets recorded on a blockchain.  https://t.co/vi5wrkktz6",announced hopping bandwagon releasing collection non fungible tokens unique digital assets recorded blockchain
"Is the metaverse good for the world? Retailers must bake environmental and social awareness into their strategies from the start, argues Doug Stephens. https://t.co/ozLm66czO1",good world retailers must bake environmental social awareness strategies start argues doug stephens
"Blockbuster NFT auctions grabbed many of the headlines, but technology this year wasn’t just about new frontiers in virtual worlds. Artificial intelligence, data analytics and Apple’s privacy changes were among BoF’s top tech stories. Read more on https://t.co/moYUIJVHnY. https://t.co/sk3FmR0ukP",blockbuster auctions grabbed many headlines technology new frontiers virtual worlds artificial intelligence data analytics apple privacy changes among bof top tech stories read
"On the #BoFPodcast, @BALENCIAGA CEO Cédric Charbit discussed the brand’s attention-grabbing moments of 2021 and its future in the metaverse. https://t.co/CdWJVJHBiR",bofpodcast ceo c dric charbit discussed brand attention grabbing moments 2021 future
"By experimenting with NFTs, gaming and virtual fashion, brands will unlock value streams in the metaverse that engage young consumers and will find new routes to creativity, communities and commerce. https://t.co/3by0rf3y5p",experimenting gaming virtual fashion brands unlock value streams engage young consumers find new routes creativity communities commerce
"Decentralisation is key to the future. “Nobody should profit from the metaverse,” says Martin Raymond. “Do we believe that people should profit from the moon? I think we don’t. So why is the metaverse any different.” https://t.co/EMAZ8bunw0",decentralisation key future nobody profit says martin raymond believe people profit moon think different
"Big tech giants have signalled bold ambitions in the virtual world. “My greatest concern is that it will operate as a closed society,” said @yesladypheOnix. “I believe that the metaverse should be completely open. The metaverse should be the one place that everyone can go.”",big tech giants signalled bold ambitions virtual world greatest concern operate closed society believe completely open place everyone go
"Next up, Joe Hage, @yesladypheOnix and @iancr dial in to #BoFVOICES to explore whether the metaverse should be open or closed https://t.co/hH6xQDUFDC",next joe hage dial bofvoices explore whether open closed
"“NFT” sales dramatically spiked in 2021, rising to $10.7 billion in Q3 from $1.3 billion in Q2, according to data gathered by BoF Insights #BoFVOICES",sales dramatically spiked 2021 rising 10 7 billion q3 1 3 billion q2 according data gathered bof insights bofvoices
"“In the metaverse, the only limitation to your style is your imagination.” — Alissa Aulbekova, co-founder of @AUROBOROS_LTD #BoFVOICES",limitation style imagination alissa aulbekova co founder bofvoices
"When building the metaverse, bake in security from the start like you would with a physical store, advises Gentry Lane. “Don’t let security be an afterthought.”
@BadassDoGooder #BoFVOICES",building bake security start like physical store advises gentry lane let security afterthought bofvoices
"And we're back! This afternoon's session is all about innovation. Our speakers will be exploring new kinds of technology, from mycelium and mushrooms to the metaverse and beyond... #BoFVOICES",back afternoons session innovation speakers exploring new kinds technology mycelium mushrooms beyond bofvoices
"The metaverse will “level up the interactions” between brands and consumers, according to @BALENCIAGA CEO Cédric Charbit. #BoFVOICES",level interactions brands consumers according ceo c dric charbit bofvoices
Coming soon to @BALENCIAGA: A Metaverse Business Unit Director,coming soon business unit director
"Virtual fashion has blown up this year, as brands have dabbled in gaming and piled into the NFT craze. Is it a bubble or the next big thing? https://t.co/98hnUCvgDM",virtual fashion blown brands dabbled gaming piled craze bubble next big thing
"On the #BoFPodcast Ledger’s chief experience officer Ian Rogers explains how — and when — fashion should tap into the NFT gold rush, as featured in the fourth episode of The BoF Show, now streaming on Bloomberg Quicktake. https://t.co/wdKEGVplKD",bofpodcast ledger chief experience officer ian rogers explains fashion tap gold rush featured fourth episode bof show streaming bloomberg quicktake
Physical and digital worlds merge in the Metaverse. Can the luxury world dematerialise into the virtual space fast enough to attract eager customers — and their avatars? https://t.co/qbXJavdUv6,physical digital worlds merge luxury world dematerialise virtual space fast enough attract eager customers avatars
"Read the latest BoF Insights report to get BoF’s perspective on the rise of the metaverse and the future of digital assets, plus a playbook for how to develop a data-driven strategy. https://t.co/uvoxqNS164",read latest bof insights report get bof perspective rise future digital assets plus playbook develop data driven strategy
"While announcing Facebook’s rebrand as Meta, Mark Zuckerberg offered his vision of the metaverse — and how we’ll dress in it. https://t.co/rKH8NZ9kZV",announcing facebook rebrand meta mark zuckerberg offered vision dress
What’s selling and who’s buying as fashion brands from Dolce &amp; Gabbana to Rebecca Minkoff jump into the surging NFT market. https://t.co/VdkpqoX626,selling buying fashion brands dolce gabbana rebecca minkoff jump surging market
What’s selling and who’s buying as fashion brands from Dolce &amp; Gabbana to Rebecca Minkoff jump into the surging NFT market. https://t.co/VdkpqoX626,selling buying fashion brands dolce gabbana rebecca minkoff jump surging market
"In Episode 5 of Transforming Luxury, BoF’s new podcast presented by @Klarna, BoF spoke with four global experts to share their insights on what impact the metaverse will have on the future of the luxury goods with host Robin Mellery-Pratt. #sponsored https://t.co/VubRuTcDYh",episode 5 transforming luxury bof new podcast presented bof spoke four global experts share insights impact future luxury goods host robin mellery pratt sponsored
"Fashion may be preparing for a future in the metaverse, but retailers still need to attend to today’s business of selling to physical customers, often in physical stores.https://t.co/z2UYP865lF",fashion may preparing future retailers still need attend today business selling physical customers often physical stores
"Fashion may be preparing for a future in the metaverse, but retailers still need to attend to today’s business of selling to physical customers, often in physical stores. https://t.co/z2UYP865lF",fashion may preparing future retailers still need attend today business selling physical customers often physical stores
"This week, everyone will be talking about earnings from many of fashion’s tech stars, the latest US inflation data and all things metaverse.
https://t.co/8FMDkf4CZp",week everyone talking earnings many fashion tech stars latest us inflation data things
"Dressing for the metaverse is going to be both enormously liberating and potentially very, very messy. https://t.co/NwR9KRhP2j",dressing going enormously liberating potentially messy
"From couture to “The Simpsons” and the metaverse, Balenciaga set the style agenda in 2021. https://t.co/JZfKlEUX3q",couture simpsons balenciaga set style agenda 2021
The limited edition @RoyalSalute bottle was also released as an NFT on BlockBar on 22.2.22 and sold the same day. https://t.co/sSKAePn8x6,limited edition bottle released blockbar 22 2 22 sold
GOING LIVE IN 15 MINUTES: Watch On|Off Presents... Jack Irving Metaverse BNV NFT collection via https://t.co/wtBfpQCwBQ #LFW #LFWClearpay https://t.co/yh5WLcn3eT,going live 15 minutes watch presents jack irving bnv collection via lfw lfwclearpay
"To celebrate the return of London Fashion Week, the @EveningStandard revealed the latest NFT cover of the magazine featuring #BFCNewWave Kai-Isaiah Jamal at Soho House. Explore the full #LFW schedule via https://t.co/PYkVORShrr #LFW #LFWClearpay",celebrate return london fashion week revealed latest cover magazine featuring bfcnewwave kai isaiah jamal soho house explore full lfw schedule via lfw lfwclearpay
"NFTs? That's hot. @ParisHilton gives an explainer on the hottest crypto trend, along with a look at her first official NFT: https://t.co/LULnD3OjNw https://t.co/F5zoB6arcU",thats hot gives explainer hottest crypto trend along look official
"Here's what NFT means and everything you should know about Crypto's new art obsession:
https://t.co/NOeiJ9DJ3y",heres means everything know cryptos new art obsession
British stylist Gemma Sheppard has become the world’s first stylist to join the metaverse https://t.co/m7wQSQITBe,british stylist gemma sheppard become world stylist join
"The introduction of metaverse blurs the line between the #physical and #virtual, with leading labels heading into the future of a new #technicalfrontier. https://t.co/1cfbbBO4eU",introduction blurs line physical virtual leading labels heading future new technicalfrontier
"NFT fashion is the 'real' deal

https://t.co/6lwsU6oK7W",fashion real deal
"From his upcoming NFT collection to his plans for the metaverse, Rami Kadi opens up

https://t.co/4TKCLMWj7m",upcoming collection plans rami kadi opens
"First came the space race, now comes the metaverse race.
https://t.co/W3d6NfQNaf",came space race comes race
ICYMI - #KarinnaNobbs discusses metaverse-based retail after brands like #Gucci and #Balenciaga have made their metaverse debuts!  https://t.co/DWoffryhFm,icymi karinnanobbs discusses based retail brands like gucci balenciaga made debuts
#KarinnaNobbs discusses metaverse-based retail after brands like #Gucci and #Balenciaga have made their metaverse debuts! https://t.co/DWoffryhFm,karinnanobbs discusses based retail brands like gucci balenciaga made debuts
"#ParisHilton &amp; polka dots are always the perfect combo! Our favorite IT girl has a 'Metaverse Barbie' vibe during a stylish trip to #NYC.
https://t.co/3nrJtP3hSI",parishilton polka dots always perfect combo favorite girl barbie vibe stylish trip nyc
"Will your #VR set give you wrinkles? Experts weigh in on how explorations of the #metaverse might affect our faces IRL—and offer simple solutions for how to prevent sagging, breakouts, and wrinkles.

https://t.co/zCMDh8ka8C",vr set give wrinkles experts weigh explorations might affect faces irl offer simple solutions prevent sagging breakouts wrinkles
"The #HarryStyles Cardigan NFT, a three-dimensional digital replica developed by a team of visual effects artists, took more than 300 hours to craft
https://t.co/DjTDi7xHKo",harrystyles cardigan dimensional digital replica developed team visual effects artists took 300 hours craft
"The Demna Gvasalia universe continues to expand into the metaverse.
https://t.co/cGDHFgKBB1",demna gvasalia universe continues expand
"The Demna Gvasalia universe continues to expand into the metaverse.
https://t.co/mRouhOFy3W",demna gvasalia universe continues expand
"This isn't an NFT but it's just as interesting for sure!

https://t.co/NsXgXhEtgk",isnt interesting sure
"Stay tuned for how much each NFT sells for; we imagine it will be huge.

https://t.co/egg1sr87cD",stay tuned much sells imagine huge
"#Metaverse's female users are calling out intimidation, harassment and rape threats. What is being done about misogyny's new home?
https://t.co/BkIWnMJz9s",metaverses female users calling intimidation harassment rape threats done misogynys new home
"How the #metaverse is putting its stamp on the runway at Fashion Week.
https://t.co/Mu7QltI7nK",putting stamp runway fashion week
"Like many areas of finance, women are being excluded from the NFT movement. Here's how to get started 🖼💸
https://t.co/YdYI5ldRow",like many areas finance women excluded movement heres get started
"Like many areas of finance, women are being excluded from the #NFT movement. Here's how to get started.
https://t.co/TSdDzlmIjm",like many areas finance women excluded movement heres get started
"Destination metaverse.
https://t.co/edEfqNnK0g",destination
"Destination #metaverse.
https://t.co/bBgkXawhYk",destination
"Welcome to the beauty metaverse: the new season is all about surreal colour, ethereal skin and futuristic textures.
https://t.co/EH0mnrbqlg",welcome beauty new season surreal colour ethereal skin futuristic textures
"Welcome to the beauty metaverse: the new season is all about surreal colour, ethereal skin and futuristic textures: https://t.co/FZDYe6Gd9T ✨💫 https://t.co/At6EZlriXR",welcome beauty new season surreal colour ethereal skin futuristic textures
"Welcome to the metaverse.
https://t.co/SQKDJ4k9aZ",welcome
Can Facebook monopolize the metaverse? https://t.co/o1DQ3oTx8I,facebook monopolize
"If the metaverse becomes everything Mark Zuckerberg wants it to be, it could shake up the world, shifting our existence from being rooted in the physical world to one in which our digital presence increasingly supplements our real one. https://t.co/ObmXORDApQ",becomes everything mark zuckerberg wants could shake world shifting existence rooted physical world digital presence increasingly supplements real
Why you should care about Facebook’s big push into the metaverse   https://t.co/VTio3eTvQ3,care facebook big push
Facebook is quietly buying up the metaverse https://t.co/tsJIbVuY65,facebook quietly buying
"In a new interview with @verge, Mark Zuckerberg explains why ""we will effectively transition from people seeing [Facebook] as primarily being a social media company to being a metaverse company.""
https://t.co/3SzSsnoMEs https://t.co/OxUDqYzVTP",new interview mark zuckerberg explains effectively transition people seeing primarily social media company company
What the heck is an NFT? https://t.co/dADVcf6Yee,heck
"As quickly as gig economy artists and designers rushed in to service the fast-expanding NFT space, they could be forced to adapt to the next big thing if—as some predict—the NFT bubble is about to burst. https://t.co/NLMGHWZUlS",quickly gig economy artists designers rushed service fast expanding space could forced adapt next big thing predict bubble burst
Two-thirds of freelancers on Fiverr say they’re servicing the NFT industry. But is it sustainable? https://t.co/C268Iq0El3,thirds freelancers fiverr servicing industry sustainable
You're probably going to have to learn what the metaverse is eventually. It might as well be now. https://t.co/LL74PKniiL,youre probably going learn eventually might well
"For artists who want to experiment with NFTs and blockchain, the desire to create environmental art seems to conflict with the actual goal of saving the environment.

Can you be an NFT artist and an Environmentalist? https://t.co/cTSf87HRHp",artists want experiment blockchain desire create environmental art seems conflict actual goal saving environment artist environmentalist
"For artists who want to experiment with NFTs and blockchain, the desire to create environmental art seems to conflict with the actual goal of saving the environment.

Can you be an NFT artist and an Environmentalist? https://t.co/1QHxGUzs9V",artists want experiment blockchain desire create environmental art seems conflict actual goal saving environment artist environmentalist
"“In 2022, NFT art will move beyond the speculative frenzy of its early days to more everyday double-digit growth.”  https://t.co/7tVDno7zez Via @WIREDUK #WIREDWorld2022",2022 art move beyond speculative frenzy early days everyday double digit growth via wiredworld2022
"A group supporting WikiLeaks founder Julian Assange raised more than $50 million in ether cryptocurrency by selling an NFT of a clock to a blockchain-based activist collective set up to support his legal bills. https://t.co/mKlTYpKBOz 
Via @WIREDUK",group supporting wikileaks founder julian assange raised 50 million ether cryptocurrency selling clock blockchain based activist collective set support legal bills via
"“OpenSea was really at the foundation of the NFT industry, and they were just not able to support this crazy growth.” https://t.co/2j8dZJw7CA 
Via @WIREDUK",opensea really foundation industry able support crazy growth via
"Going for a curated model would cost OpenSea a big slice of the NFT crowd that longs for a Wild West ecosystem, but staying on the current light-touch course would bring about an endless string of PR crises. https://t.co/YoC1OMpPip",going curated model cost opensea big slice crowd longs wild west ecosystem staying current light touch course bring endless string pr crises
A group supporting WikiLeaks founder Julian Assange raised more than $50 million in ether cryptocurrency by selling an NFT of a clock to a blockchain-based activist collective set up to support his legal bills. https://t.co/Ezyt5VauT3,group supporting wikileaks founder julian assange raised 50 million ether cryptocurrency selling clock blockchain based activist collective set support legal bills
“Zuckerberg’s narrative of the metaverse as information technology’s culmination has power because it reinforces a grander myth of progress; a myth that stretches back to the 19th century and shapes Silicon Valley’s self-understanding.” https://t.co/m6FxiviHel,zuckerberg narrative information technology culmination power reinforces grander myth progress myth stretches back 19th century shapes silicon valley self understanding
"No one really wants to work in a Metaverse, do they? https://t.co/TcSIpdrVhX Via @WIREDUK",really wants work via
"This week on Gadget Lab, senior associate editor Adrienne So and senior writer Gilad Edelman join the podcast to talk about the weird ins and outs of bringing your family into the metaverse, and whether anyone will actually want to stay there. https://t.co/EV5kfJq4b2",week gadget lab senior associate editor adrienne senior writer gilad edelman join podcast talk weird ins outs bringing family whether anyone actually want stay
This isn’t the metaverse of Mark Zuckerberg’s dreams. This is the metaverse gamers and other extremely online people have known about for years. https://t.co/C76WupQwuX,mark zuckerberg dreams gamers extremely online people known years
"This week on Gadget Lab, senior associate editor Adrienne So and senior writer Gilad Edelman join the podcast to talk about the weird ins and outs of bringing your family into the metaverse, and whether anyone will actually want to stay there. https://t.co/BmlzUOebT7",week gadget lab senior associate editor adrienne senior writer gilad edelman join podcast talk weird ins outs bringing family whether anyone actually want stay
"Second Life creator Philip Rosedale spoke to WIRED about how to avoid a dystopian metaverse, the true value of purely digital goods, and why VR headsets suck. https://t.co/Slf2HNpPal",second life creator philip rosedale spoke wired avoid dystopian true value purely digital goods vr headsets suck
"Second Life creator Philip Rosedale spoke to WIRED about how to avoid a dystopian metaverse, the true value of purely digital goods, and why VR headsets suck. https://t.co/jYPf5lJnNw",second life creator philip rosedale spoke wired avoid dystopian true value purely digital goods vr headsets suck
"Mentally replace the phrase “the metaverse” in a sentence with “cyberspace.” Ninety percent of the time, the meaning won't substantially change. https://t.co/vOCBhNNsBA",mentally replace phrase sentence cyberspace ninety percent time meaning wont substantially change
"A new plan to lure social media users to the metaverse could legitimize NFTs, but it could also ruin them https://t.co/wNqRty8Oo6",new plan lure social media users could legitimize could ruin
"NFTs are all the rage, but there's a small problem: the major marketplaces for NFT art use energy on the scale of a small country. https://t.co/DgxAXMlICP (From 2021)",rage theres small problem major marketplaces art use energy scale small country 2021
"Confusion about what an NFT actually is, and what rights ownership of one entails, has already led to some, high-profile snafus. https://t.co/3JhiaFJ5b2",confusion actually rights ownership entails already led high profile snafus
"When NFT artists started using Spatial’s virtual environments as exhibition spaces, the company reacted fast. Now it is a virtual Airbnb for artists selling NFTs. https://t.co/2J51NUBKtZ",artists started using spatial virtual environments exhibition spaces company reacted fast virtual airbnb artists selling
"Facebook's Metaverse is being hailed as a better form of reality. But you’ve been living in a version of metaverse for years—and, having taken over video games, it’s now coming for the world of work. https://t.co/IfVDTaGYJJ",facebooks hailed better form reality living version years taken video games coming world work
"The things that make the promise of a metaverse intriguing, for the most part, already exist in online games. And much of what remains of that promise is unappealing, impossible, or greedy.  https://t.co/5nyhg1ISdj",things make promise intriguing part already exist online games much remains promise unappealing impossible greedy
How do we regulate the metaverse? Join our #WIREDHQ conversation with former congressman @WillHurd right here: https://t.co/5nZuA4O7fq #CES2022 #CES,regulate join wiredhq conversation former congressman right ces2022 ces
"Should future #CES shows happen in the metaverse? @LaurenGoode answers and shares her own experience with the metaverse.

Don't miss our next #WIREDHQ conversation starting at 2 pm PT here on Twitter. #CES2022 https://t.co/wNL6t5YTzb",future ces shows happen answers shares experience dont miss next wiredhq conversation starting 2 pm pt twitter ces2022
NFT's on cars at #CES2022? Join our #WIREDHQ conversation here: https://t.co/44HRXN19ee,cars ces2022 join wiredhq conversation
"The metaverse describes the next state of the internet’s consolidation, a marketing spin on Big Tech’s increasing reach and power. It’ll be Big Tech—just as problem-riddled as now—but bigger. https://t.co/m8CrSdUrio",describes next state internet consolidation marketing spin big tech increasing reach power big tech problem riddled bigger
"It might be the perfect time to revisit this #podcast where Peter Rubin, WIRED contributor and author of the book Future Presence, about Facebook’s grand vision and whether an open, platform-agnostic version of the metaverse will ever fully materialize. https://t.co/jsyhNIqj3s",might perfect time revisit podcast peter rubin wired contributor author book future presence facebook grand vision whether open platform agnostic version ever fully materialize
"The digital artist sold a new, three-dimensional video sculpture called Human One for $29 million. It's the first portrait of a human born in the metaverse—and it's not even done. https://t.co/2RqM5V6v8Y #REWIRED2021",digital artist sold new dimensional video sculpture called human 29 million portrait human born even done rewired2021
"The digital artist sold a new, three-dimensional video sculpture called Human One for $29 million. It's the first portrait of a human born in the metaverse—and it's not even done. https://t.co/CUWArvDH4M #REWIRED2021",digital artist sold new dimensional video sculpture called human 29 million portrait human born even done rewired2021
Avedon has built a career wholly within the confines of the internet long before “metaverse” became the Silicon Valley catchphrase du jour or the world took its work meetings to Zoom. https://t.co/iwvdz9HEAY,avedon built career wholly within confines internet long became silicon valley catchphrase du jour world took work meetings zoom
"Now that everyone is talking about the metaverse, there's a spotlight on the VR scene. There are new apps and games, new hardware, and even new use cases. Here's a list of some of our favorite VR headsets. https://t.co/DrPGoGksG5",everyone talking theres spotlight vr scene new apps games new hardware even new use cases heres list favorite vr headsets
"The digital artist sold a new, three-dimensional video sculpture called Human One for $29 million. It's the first portrait of a human born in the metaverse—and it's not even done. https://t.co/ZhnOw4tHop #REWIRED2021",digital artist sold new dimensional video sculpture called human 29 million portrait human born even done rewired2021
"Mentally replace the phrase “the metaverse” in a sentence with “cyberspace.” Ninety percent of the time, the meaning won't substantially change. https://t.co/5Kbt9WSv00",mentally replace phrase sentence cyberspace ninety percent time meaning wont substantially change
"Seriously, what does ‘Metaverse’ mean? https://t.co/1XoDJXEubi",seriously mean
"Mentally replace the phrase “the metaverse” in a sentence with “cyberspace.” Ninety percent of the time, the meaning won't substantially change. https://t.co/MF3fbTE9mp",mentally replace phrase sentence cyberspace ninety percent time meaning wont substantially change
"NFTs are all the rage, but there's a small problem: the major marketplaces for NFT art use energy on the scale of a small country. https://t.co/gGjV0nEb0x",rage theres small problem major marketplaces art use energy scale small country
"Facebook's Metaverse is being hailed as a better form of reality. But you’ve been living in a version of metaverse for years—and, having taken over video games, it’s now coming for the world of work. https://t.co/24iOpLE2BF Via @WIREDUK",facebooks hailed better form reality living version years taken video games coming world work via
"The digital artist sold a new, three-dimensional video sculpture called Human One for $29 million. It's the first portrait of a human born in the metaverse—and it's not even done. https://t.co/jVdyZVQMZP #REWIRED2021",digital artist sold new dimensional video sculpture called human 29 million portrait human born even done rewired2021
"Niantic CEO, John Hanke talks augmented reality and why the metaverse is destined to suck. https://t.co/ZnHlKRX9Mk",niantic ceo john hanke talks augmented reality destined suck
"This week on Gadgetlab, we hear from the acclaimed novelist Neal Stephenson about climate change, the metaverse, and the role fictional stories can play in shaping our future. https://t.co/sAvXOFcw2q",week gadgetlab hear acclaimed novelist neal stephenson climate change role fictional stories play shaping future
"Niantic CEO, John Hanke talks augmented reality and why the metaverse is destined to suck. https://t.co/FHdrvHa6NB",niantic ceo john hanke talks augmented reality destined suck
"When NFT artists started using Spatial’s virtual environments as exhibition spaces, the company reacted fast. Now it is a virtual Airbnb for artists selling NFTs. https://t.co/jHZ6zZMVcl",artists started using spatial virtual environments exhibition spaces company reacted fast virtual airbnb artists selling
"When NFT artists started using Spatial’s virtual environments as exhibition spaces, the company reacted fast. Now it is a virtual Airbnb for artists selling NFTs. https://t.co/wEu7aRhs8Y",artists started using spatial virtual environments exhibition spaces company reacted fast virtual airbnb artists selling
"This week on Gadget Lab, we welcome WIRED editor at large Steven Levy, who spoke to Hanke about how Niantic is countering Facebook's vision of the metaverse. https://t.co/BLJhCOnjDf",week gadget lab welcome wired editor large steven levy spoke hanke niantic countering facebooks vision
“Zuckerberg’s narrative of the metaverse as information technology’s culmination has power because it reinforces a grander myth of progress; a myth that stretches back to the 19th century and shapes Silicon Valley’s self-understanding.” https://t.co/RxqH4JXqx2,zuckerberg narrative information technology culmination power reinforces grander myth progress myth stretches back 19th century shapes silicon valley self understanding
